userId,movieId,rating
100,44191,4.0
100,485,3.0
10000,122882,3.5
10000,134853,4.0
10000,3147,3.5
10000,4993,3.0
10000,628,4.0
100008,1617,3.5
100008,225,3.0
100008,2411,3.0
100008,3,3.5
100008,5481,2.0
100024,1097,3.5
100024,3253,1.5
100024,4270,4.0
100024,45722,4.5
100024,4638,4.5
100024,4995,5.0
100031,1027,2.5
100036,1625,4.5
100036,292,2.0
100036,318,4.0
100036,45720,2.5
100036,48385,0.5
100060,1225,5.0
100067,106782,4.0
100067,2194,4.0
100072,74458,4.5
100075,1214,4.0
100075,898,3.0
100120,1198,4.0
100120,541,4.5
100145,4027,4.0
100145,8957,4.0
100145,96610,3.5
100162,134853,4.0
100162,2424,3.0
100162,4369,2.0
100170,1291,4.5
100170,2161,3.5
100170,3897,3.0
100170,4367,2.5
100170,4734,3.5
100170,5810,4.0
100170,597,2.5
100178,1101,4.0
100178,2231,3.5
100178,2539,3.0
100178,300,3.5
100178,3408,3.0
100178,3948,3.5
100178,48774,3.0
100178,4886,4.5
100178,97921,3.5
100186,145,3.5
100193,1584,5.0
100193,2302,3.0
100193,799,4.0
100197,1527,5.0
100197,2324,3.0
100197,6016,4.0
100197,8949,2.5
100224,1206,5.0
100224,1690,1.0
100224,5445,0.5
100230,21,3.0
100230,440,4.0
100230,76093,3.5
100230,87232,4.0
100230,924,4.0
100237,1704,4.0
100237,1777,3.0
100237,2421,1.0
100237,3489,3.0
100237,6373,2.0
100267,480,4.0
10027,1635,3.5
10027,3386,3.0
10027,3996,4.0
10027,5064,3.0
100278,1221,3.5
100278,55765,3.5
100282,7254,2.0
100290,1466,5.0
100290,1704,3.0
100294,112183,3.0
100294,21,3.0
100294,2329,5.0
100294,2394,3.0
100294,54286,4.5
100294,762,3.0
100294,93840,4.5
1003,48780,4.0
100310,5952,4.5
100310,6863,2.5
100310,802,3.0
100311,1356,4.0
100311,1717,2.5
100311,3702,3.5
100311,59615,3.0
100311,59784,4.0
100311,786,3.5
100312,1136,1.5
100312,2174,4.0
100312,2268,5.0
100312,3147,4.0
100312,4995,4.0
100312,6711,4.0
100325,1210,4.0
100325,2918,4.5
100325,592,3.0
100326,39,2.5
100326,47610,2.5
100326,8644,3.0
100335,2539,3.5
100335,4022,4.0
100335,520,4.0
100335,6373,2.5
100335,8376,4.0
100343,2160,3.5
100343,2699,3.0
100343,292,2.5
100343,4641,2.0
100343,6323,3.5
100343,8368,3.5
100343,8636,4.0
100347,1208,4.0
100347,1590,3.0
100347,1732,4.0
100347,2324,4.0
100347,2353,3.5
100347,750,4.0
100357,46723,3.0
100372,1198,3.0
100372,318,3.0
100372,44,1.0
