userId,movieId,rating
100568,300,5.0
100568,316,4.0
100568,590,4.0
100702,750,1.5
100702,608,3.0
100702,8636,2.0
100702,5349,3.0
100702,733,3.0
100702,8368,4.0
100702,50872,3.0
100702,316,2.5
100702,53125,3.0
100702,112623,3.5
100702,5418,4.0
100702,68157,3.0
100702,79132,3.0
100702,58559,3.5
100702,59315,5.0
100702,1036,5.0
100702,146656,5.0
100702,165,5.0
100702,2916,5.0
100702,106696,5.0
100702,111,5.0
100702,69481,5.0
100702,49272,5.0
100702,33166,5.0
100702,60069,5.0
100702,68954,5.0
100702,65,5.0
100837,104243,3.5
100837,5146,4.0
100837,70533,5.0
100837,61123,1.0
100837,5349,4.5
100837,57910,2.5
100837,7261,3.0
100837,59615,2.5
100837,5313,3.0
100837,4270,4.0
100837,50804,4.0
100837,64030,3.0
100837,73268,3.0
100837,4701,4.0
100837,43928,3.0
100837,48783,3.0
100837,68135,4.0
100837,89002,2.0
100837,55290,3.0
100837,8636,4.5
100837,46530,3.0
100837,53125,4.5
100837,45447,4.0
100837,7293,3.0
100837,111364,2.5
100837,106696,5.0
100837,3062,4.0
100837,71530,3.0
100837,2064,4.0
100837,112623,3.5
100837,48414,3.5
100837,8368,4.0
100837,106642,4.0
100837,84601,3.0
100837,78637,3.5
100837,87222,5.0
100837,97225,4.0
100837,608,3.0
100837,84944,4.0
100837,60069,5.0
100837,68954,4.5
100837,50872,5.0
100837,2081,3.5
100837,2355,5.0
100837,45517,5.0
100837,6377,5.0
100837,1517,2.5
100837,79132,4.5
100837,6016,2.0
100837,58559,3.5
101028,1233,4.0
101028,300,5.0
101028,608,4.0
101028,1060,3.0
101028,1148,5.0
101028,2289,4.0
101030,60069,4.0
101030,1270,3.0
101030,111,5.0
101030,912,4.0
101030,58559,4.0
101336,3785,5.0
101336,5784,5.0
101336,1517,1.5
101561,111,5.0
101561,21,5.0
101561,165,4.0
101561,590,3.0
101562,1211,4.5
101562,750,5.0
101562,39292,4.0
101562,30812,3.5
101562,1204,4.5
101562,3307,4.0
101562,1207,4.0
101562,1552,3.0
101562,908,4.0
101562,1127,3.5
101562,235,3.5
101562,165,3.0
101562,33166,4.0
101562,21,2.5
101562,2355,3.0
101562,1036,3.5
101562,3897,3.5
101562,1270,4.0
101562,5418,3.0
101562,1517,1.5
101562,5349,3.0
101562,1917,3.0
101562,33493,4.5
101562,733,3.0
101562,377,3.5
101562,736,3.0
101562,49272,3.0
101562,6377,4.0
101562,608,3.5
101562,590,3.5
101562,1096,4.0
101562,6016,4.5
101562,912,4.0
101562,26758,4.5
101645,68954,4.5
101645,1270,4.0
101645,316,4.5
101645,58559,4.5
101645,5418,4.5
101645,79132,4.5
101645,1231,5.0
102120,2944,3.0
102120,1304,4.0
102120,1148,5.0
102120,1207,5.0
102120,1204,4.0
102120,1950,4.5
102120,750,4.5
102120,912,5.0
102120,908,5.0
102120,3307,5.0
102120,3634,4.0
102120,6377,4.0
102120,1233,5.0
102279,1265,4.0
102279,608,4.0
102279,1270,4.0
102279,910,3.0
102279,934,3.0
102279,1066,3.0
102279,1614,4.0
102553,316,3.0
102553,165,3.0
102553,590,3.0
102706,21,5.0
102706,300,4.0
102706,165,4.0
102706,590,3.0
102888,3698,4.0
102888,2916,2.0
102888,590,4.0
102888,912,5.0
102888,1917,1.0
102888,908,5.0
102963,111,4.5
102963,79132,3.5
102963,68157,3.5
102963,608,4.0
102963,1201,5.0
102963,1265,4.0
102963,58559,4.0
102963,1036,4.0
1030,2355,3.0
1030,30793,4.5
1030,33493,5.0
1030,84944,4.5
1030,1270,2.5
1030,4701,4.0
1030,1517,5.0
1030,53125,4.0
1030,8368,3.5
1030,8636,4.5
1030,5349,4.5
1030,59315,4.5
1030,58559,5.0
1030,5418,5.0
1030,79132,4.5
10341,7023,4.0
10341,8368,3.5
10341,5418,3.5
10341,539,2.5
10341,5309,1.5
10341,8636,4.0
10341,235,2.5
10341,2916,2.0
10341,912,4.5
10341,377,3.0
10341,608,3.5
10341,733,2.0
10341,1517,3.5
10341,1265,4.5
103629,1552,3.0
103629,1036,4.0
103629,300,0.5
103629,1265,3.0
103629,736,2.5
103629,590,2.0
103629,1270,3.0
103629,934,3.0
103629,912,2.0
103629,8529,1.5
103629,539,3.0
103629,165,4.0
103629,1556,3.0
103629,377,3.0
103629,2085,2.5
103629,2081,2.0
103629,6377,4.0
103629,2572,3.0
103899,3893,3.5
103899,1619,2.5
103899,2085,2.0
103983,1204,4.0
103983,377,4.0
103983,2167,4.0
103983,1304,4.0
103983,1036,3.0
103983,1233,4.0
